sigla,genero,qtd_clientes,pct_clientes,valor_total
BS,Feminino,1378,69.52573158425832,1171715.6
BS,Masculino,598,30.171543895055496,647074.1299999999
BS,Nao Informado,4,0.20181634712411706,5856.74
BS,Outro,2,0.10090817356205853,458.88
CS,Masculino,402,22.308546059933406,476842.86000000004
CS,Feminino,1398,77.58046614872363,1784360.0
CS,Nao Informado,2,0.11098779134295228,2942.49
NK,Masculino,563,26.581680830972616,595232.3799999999
NK,Feminino,1552,73.27667610953729,1431562.83
NK,Outro,3,0.141643059490085,4193.7
GS,Feminino,472,64.04341926729987,342595.49
GS,Masculino,265,35.95658073270013,293919.51
NR,Feminino,1552,72.28691197019096,1317889.93
NR,Masculino,594,27.666511411271543,767384.6
NR,Outro,1,0.04657661853749418,1648.08
NS,Feminino,507,75.1111111111111,359467.69000000006
NS,Masculino,167,24.74074074074074,118783.58
NS,Nao Informado,1,0.14814814814814814,711.09
