sigla,segmento,valor,clientes
BS,Moda,667402.33,919
BS,Esportes,107247.64,262
BS,Calçados,107108.65,278
BS,Joalheria,106404.62,51
BS,Beleza e Bem-estar,104876.1,312
BS,Gastronomia,92423.61,564
BS,Telefonia,87345.92,22
BS,Eletrodomésticos,80330.57,169
BS,Ótica,66941.32,47
BS,Eletrônicos,61922.8,29
BS,Moda Feminina,40758.25,78
BS,Infantil,31406.33,98
BS,Casa e Decoração,25435.28,66
BS,Papelaria,20037.64,121
BS,Pets,13917.79,74
BS,Presentes e Acessórios,13772.4,65
BS,Livrarias,13493.7,105
BS,Farmácias,11128.02,101
BS,Serviços,10927.6,263
BS,Vestuário feminino,5546.8,10
CS,Moda,658509.12,754
CS,Joalheria,185861.85,57
CS,Beleza e Bem-estar,144175.07,338
CS,Calçados,118664.33,188
CS,Ótica,86830.7,72
CS,Eletrônicos,78360.52,30
CS,Moda Feminina,70065.53,54
CS,Gastronomia,66714.78,370
CS,Infantil,66097.48,191
CS,Esportes,51252.76,125
CS,Telefonia,34619.0,6
CS,Presentes e Acessórios,31779.07,105
CS,Casa e Decoração,30445.5,61
CS,Eletrodomésticos,20908.31,6
CS,Papelaria,16661.24,82
CS,Serviços,15313.0,312
CS,Livrarias,11199.74,90
CS,Calçados Femininos,6692.85,3
CS,Supermercado,5931.86,73
CS,Farmácias,1744.92,13
NK,Moda,654426.67,936
NK,Joalheria,212685.68,101
NK,Ótica,152467.03,80
NK,Beleza e Bem-estar,125359.24,317
NK,Calçados,104495.78,230
NK,Telefonia,97344.76,29
NK,Gastronomia,89433.35,576
NK,Esportes,82451.55,201
NK,Presentes e Acessórios,74753.92,129
NK,Casa e Decoração,73636.56,268
NK,Eletrônicos,70687.72,40
NK,Moda Feminina,68368.74,62
NK,Eletrodomésticos,47077.81,175
NK,Serviços,26901.690000000002,417
NK,Livrarias,24280.27,183
NK,Papelaria,20211.3,139
NK,Infantil,19682.4,90
NK,Pets,16137.300000000001,100
NK,Farmácias,15519.81,137
NK,Lazer,1508.66,25
GS,Eletrônicos,177413.9,45
GS,Moda,159082.03,319
GS,Casa e Decoração,87735.85,174
GS,Eletrodomésticos,53116.3,89
GS,Esportes,50873.91,102
GS,Joalheria,47060.69,46
GS,Calçados,34245.49,96
GS,Supermercado,33159.71,122
GS,Beleza e Bem-estar,31395.52,102
GS,Gastronomia,26091.14,195
GS,Serviços,20925.72,222
GS,Telefonia,19073.37,8
GS,Pets,9880.79,75
GS,Infantil,9681.05,41
GS,Ótica,8617.04,17
GS,Papelaria,4416.31,45
GS,Livrarias,3593.35,34
GS,Presentes e Acessórios,2227.77,23
GS,Gastronomia - Sorvetes,583.5,19
NR,Moda,934969.99,1305
NR,Joalheria,230232.89,115
NR,Esportes,149379.97,320
NR,Calçados,144216.68,325
NR,Serviços,138812.36,363
NR,Ótica,98911.94,82
NR,Casa e Decoração,97221.95,327
NR,Beleza e Bem-estar,93303.51,257
NR,Gastronomia,90774.18,671
NR,Telefonia,85233.5,38
NR,Eletrônicos,70937.67,45
NR,Moda Feminina,53745.01,34
NR,Presentes e Acessórios,43310.9,179
NR,Infantil,42119.53,159
NR,Farmácias,23324.05,157
NR,Eletrodomésticos,22916.670000000002,14
NR,Papelaria,18147.39,131
NR,Livrarias,14876.29,131
NR,Pets,11304.52,97
NR,Kids,2965.88,39
NS,Moda,463319.87,531
NS,Eletrônicos,187150.99,44
NS,Joalheria,86078.29000000001,48
NS,Esportes,67484.55,136
NS,Calçados,63777.8,104
NS,Gastronomia,59899.03,339
NS,Calçados Femininos,59388.07,59
NS,Beleza e Bem-estar,40321.02,160
NS,Casa e Decoração,33577.8,81
NS,Pets,20032.82,112
NS,Infantil,15933.86,56
NS,Ótica,12214.67,8
NS,Presentes e Acessórios,11710.2,30
NS,Livrarias,9018.31,64
NS,Outros,7133.16,22
NS,Farmácias,5686.97,38
NS,Papelaria,4810.75,23
NS,Serviços,4290.0,225
NS,Eletrodomésticos,2339.86,44
NS,Lazer,343.0,6
