sigla,genero,qtd_clientes,pct_clientes,valor_total
BS,Feminino,8751,62.11228618070835,10510572.78
BS,Masculino,5302,37.63219532968983,6571078.57
BS,Nao Informado,26,0.18454113137909006,17388.16
BS,Outro,10,0.07097735822272695,5488.349999999999
CS,Masculino,6282,33.29270231596799,11122499.979999999
CS,Feminino,12546,66.49001006942605,22448193.09
CS,Outro,7,0.037097885420531024,16610.23
CS,Nao Informado,34,0.18018972918543644,33033.04
NK,Masculino,4430,34.531140385065086,6545109.84
NK,Feminino,8380,65.32075765843011,11982515.229999999
NK,Nao Informado,11,0.08574323797645958,15922.97
NK,Outro,8,0.062358718528334245,7400.790000000001
GS,Masculino,2657,40.05125113053965,3343410.1700000004
GS,Feminino,3963,59.7377148025324,4045084.9400000004
GS,Outro,8,0.12059089538739826,4759.669999999999
GS,Nao Informado,6,0.09044317154054868,2909.8399999999997
NR,Masculino,5321,37.34821365901593,7998241.5
NR,Feminino,8899,62.462272759177374,11475932.989999998
NR,Outro,10,0.07019021548396154,8551.73
NR,Nao Informado,17,0.1193233663227346,15973.990000000002
NS,Feminino,5007,63.14793794930004,5416121.96
NS,Masculino,2900,36.57459957119435,3104786.76
NS,Nao Informado,16,0.20179089418589985,8642.509999999998
NS,Outro,6,0.07567158531971245,4121.76
