sigla,genero,qtd_clientes,pct_clientes,valor_total
BS,Feminino,10097,62.85874369669426,12039733.030000001
BS,Masculino,5946,37.01674656041835,7251438.32
BS,Outro,18,0.11205876859864283,9918.880000000001
BS,Nao Informado,2,0.012450974288738094,326.27
CS,Feminino,13337,67.72801137517773,23625314.799999997
CS,Masculino,6341,32.20089376396506,10785034.739999998
CS,Outro,14,0.07109486085720089,11265.189999999999
NK,Masculino,4827,33.75052440218151,6278673.41
NK,Feminino,9465,66.17955530695008,12652384.0
NK,Outro,10,0.06992029086841,10626.03
GS,Feminino,3895,58.89023283943151,3709075.15
GS,Masculino,2716,41.06440882975507,3049347.61
GS,Outro,3,0.045358330813426065,1024.45
NR,Outro,13,0.08021720350487474,19255.250000000004
NR,Feminino,10322,63.69245958287054,12434271.339999998
NR,Masculino,5871,36.22732321362459,7634839.6899999995
NS,Feminino,5150,63.729736418760055,5261777.23
NS,Masculino,2925,36.19601534463556,2850503.0100000002
NS,Outro,6,0.07424823660438064,4260.83
