sigla,genero,qtd_clientes,pct_clientes,valor_total
BS,Feminino,694,68.71287128712872,564933.8600000001
BS,Masculino,315,31.18811881188119,244523.28999999998
BS,Outro,1,0.09900990099009901,505.09000000000003
CS,Feminino,675,76.01351351351352,836387.86
CS,Masculino,213,23.986486486486484,234438.14
NK,Masculino,231,26.013513513513516,190800.8
NK,Feminino,656,73.87387387387388,568951.24
NK,Nao Informado,1,0.11261261261261261,173.09
GS,Feminino,231,73.10126582278481,141844.91000000003
GS,Masculino,84,26.582278481012654,60559.05
GS,Outro,1,0.31645569620253167,1190.5
NR,Feminino,500,72.99270072992701,363131.20999999996
NR,Masculino,184,26.86131386861314,134338.53999999998
NR,Outro,1,0.145985401459854,18.0
NS,Feminino,381,69.6526508226691,238645.68
NS,Masculino,166,30.347349177330894,120169.85999999999
