sigla,faixa_etaria,qtd_clientes,pct_clientes,valor_total
BS,Gen Z (1997-2012),893,13.838524717185804,760283.11
BS,Gen X (1965-1980),1805,27.97148613048195,1815208.78
BS,Millennials (1981-1996),3358,52.03781187044786,3112581.3899999997
BS,Boomers (1946-1964),388,6.012707267937394,409746.44
BS,Silent (antes 1946),8,0.12397334573066791,6166.64
BS,Nao Informado,1,0.01549666821633349,2199.0
CS,Millennials (1981-1996),4922,48.93130529873745,7653505.88
CS,Gen X (1965-1980),2843,28.263246843622625,5386546.3
CS,Boomers (1946-1964),831,8.261258574410975,1857623.8199999998
CS,Gen Z (1997-2012),1436,14.27577293965603,1648358.18
CS,Silent (antes 1946),25,0.24853365145640718,30454.040000000005
CS,Nao Informado,2,0.019882692116512578,552.75
NK,Millennials (1981-1996),2890,47.34600262123198,2649604.2199999997
NK,Gen Z (1997-2012),765,12.532765399737878,584408.52
NK,Gen X (1965-1980),1880,30.799475753604195,2071568.8900000001
NK,Boomers (1946-1964),546,8.944954128440367,596123.11
NK,Silent (antes 1946),23,0.37680209698558326,25688.679999999997
GS,Millennials (1981-1996),1716,52.26926591532135,1294634.02
GS,Gen X (1965-1980),875,26.652452025586353,735378.4899999999
GS,Boomers (1946-1964),153,4.6603716113311,139746.85
GS,Gen Z (1997-2012),537,16.356990557417,420115.92
GS,Nao Informado,1,0.03045994517209869,299.66
GS,Silent (antes 1946),1,0.03045994517209869,863.0100000000001
NR,Gen Z (1997-2012),821,14.482272005644733,623886.94
NR,Millennials (1981-1996),2903,51.20832598341859,2826599.07
NR,Gen X (1965-1980),1619,28.558828717586877,1769963.62
NR,Boomers (1946-1964),319,5.627094725701181,337615.69
NR,Silent (antes 1946),6,0.10583877227024166,6006.299999999999
NR,Nao Informado,1,0.01763979537837361,59.99
NS,Gen X (1965-1980),124,19.682539682539684,98511.70999999999
NS,Gen Z (1997-2012),141,22.380952380952383,69167.3
NS,Millennials (1981-1996),349,55.3968253968254,182900.57
NS,Boomers (1946-1964),16,2.5396825396825395,8895.749999999998
