sigla,genero,qtd_clientes,pct_clientes,valor_total
BS,Feminino,15955,62.166374439898696,23646032.429999996
BS,Masculino,9668,37.66997857003702,14002765.45
BS,Nao Informado,5,0.01948178453146308,13413.77
BS,Outro,37,0.1441652055328268,28863.340000000004
CS,Masculino,9733,32.92959366647495,17951443.38
CS,Feminino,19794,66.96890753459417,40943155.71999999
CS,Nao Informado,4,0.013533173190783909,5949.869999999999
CS,Outro,26,0.08796562574009541,24927.38
NK,Masculino,7274,34.80382775119617,11690928.74
NK,Feminino,13600,65.07177033492823,23846651.929999996
NK,Outro,24,0.11483253588516747,20440.74
NK,Nao Informado,2,0.009569377990430622,2112.32
GS,Masculino,5937,40.97308488612836,7543303.09
GS,Feminino,8532,58.88198757763975,9924603.09
GS,Nao Informado,4,0.027605244996549348,1855.8700000000001
GS,Outro,17,0.11732229123533472,16957.52
NR,Outro,21,0.08278145695364239,32784.1
NR,Masculino,9327,36.76679280983917,14161431.56
NR,Feminino,16016,63.13465783664459,23933519.619999994
NR,Nao Informado,4,0.015767896562598548,1126.27
NS,Feminino,9269,63.49934918133863,11478109.84
NS,Masculino,5309,36.37048708638761,6280555.949999999
NS,Outro,16,0.10961156402000412,16555.660000000003
NS,Nao Informado,3,0.02055216825375077,1829.5800000000002
