sigla,genero,qtd_clientes,pct_clientes,valor_total
BS,Feminino,2877,64.92890995260665,3496392.91
BS,Masculino,1544,34.845407357255695,1988297.45
BS,Outro,9,0.2031144211238998,9423.619999999999
BS,Nao Informado,1,0.022568269013766643,5192.44
CS,Feminino,2651,71.11051502145924,4220767.22
CS,Masculino,1072,28.75536480686695,1602825.94
CS,Nao Informado,1,0.02682403433476395,2108.5
CS,Outro,4,0.1072961373390558,2772.91
NK,Feminino,2438,68.34875245304177,2894066.84
NK,Masculino,1124,31.51107373142697,1381203.5
NK,Outro,5,0.14017381553125877,2075.44
GS,Feminino,1281,63.4786917740337,1034840.2999999998
GS,Masculino,736,36.47175421209118,656369.3099999999
GS,Nao Informado,1,0.049554013875123884,354.16
NR,Masculino,1648,33.66013071895425,1849189.05
NR,Feminino,3243,66.23774509803921,3350822.3
NR,Nao Informado,2,0.04084967320261438,202.5
NR,Outro,3,0.061274509803921566,1952.0500000000002
NS,Feminino,1379,65.1393481341521,1232576.24
NS,Masculino,736,34.76617855455834,730490.0599999999
NS,Outro,2,0.0944733112895607,1052.45
